,text,emoji label,emoji std,emoji-less label,emoji-less std,difference
10,又是個當地陪的行程☺️意外來到我覺得很值得去的地方心之芳庭竟然還有園區闖關算是我第一次玩類似密室逃脫的遊戲真的很酷但我覺得好加在不難但是需要花時間解題的👍🏼還蠻想再挑戰更難一些的關卡😗台中北屯心之芳庭,1,2.4511568546295166,1,2.8187313079833984,-0.3675744533538817
11,水藍色情人❤️好聽每天遍可以嗎🤣永遠的第一名第二名的逆襲周書逸高仕德楊宇騰楊宇騰林子閎最後那個笑聲還有那句可以啦😊好可愛啊這笑聲有魔力為了看直播犧牲午睡😏沒看完上班去,3,2.3896713256835938,3,2.236128568649292,0.15354275703430176
12,不知不覺開幕一週了😳感謝每個來找我的朋友還特別從北部下來店裡忙到沒辦法好好招待大家目前評價都不錯😳真的很感謝大家努力經營💪菁米,1,3.030359029769897,1,2.810612678527832,0.21974635124206496
13,今天菜單各組組腿痛就練核心核心痛就練手手痛就練背每次練完肚皮後吃飯都不知道是胃痛還是肌肉緊繃的痛🥲總之覺得痠痛,1,2.033836126327514,1,1.8932631015777588,0.14057302474975542
14,🦋被遺忘的翅膀🦋被遺忘的牠努力的找尋家也流下了淚水💧但我相信有天牠會找到的曾聽說沒成功是因為努力的不夠以上是想賦予給妝容的故事本來是看著別人的妝畫結果越畫越不一樣就決定改版一下就成這模樣了我還滿喜歡的😊查看更多妝容👉🏻眼妝眼妝分享特殊妝美妝彩妝化妝彩妝蝴蝶翅膀翅膀妝容蝴蝶妝容造型💋👈🏻,1,1.2780156135559082,1,1.5362105369567869,-0.2581949234008789
15,大學最後一年圓個大一的小夢想感謝有氧陪伴員兼上色小助理五月成吉還你一面牌📷,3,2.154674768447876,3,2.1491937637329097,0.00548100471496582
16,🩰💗✨朋友篇花紛飛飛滿天謝謝可愛的妳們一起完成這首舞感謝這些時光讓我們感情更好☺️妳們真的都是一群好可愛的小孩😋我的舞蹈路上有妳們真幸運啊🥰愛死妳們了尤其是妘芮品貞寶貝💓,3,2.610527753829956,3,2.201942682266236,0.40858507156372026
17,等咗好耐啦🧔🏻男人的玩具🎮聖誕🎄新年🧧生日🎂一炮過還番比自己🎁黑白世界口罩下的日子口罩下的日常毒男生活毒男日常毒大叔系生活日常,1,2.446491003036499,1,2.2808513641357417,0.16563963890075686
18,好多小盆栽好可愛好想買但是怕被養得很巨大就不可愛了😫拍拍照看看就好到此一遊🤪,1,1.9857833385467527,1,2.10168194770813,-0.11589860916137695
19,人生中的不如意笑笑就會過了對吧⁉️,2,1.4255696535110474,2,1.4325026273727417,-0.006932973861694336
20,大家一起🤣,1,1.801594495773316,1,1.6884685754776,0.113125920295716
21,你仍然有許多可以成長的地方心裡也還是會冒出我好像還可以更好但其實你知道嗎你已經很棒了每一小步每一次願意再繼續練習愛的決定每一個不舒服中的調整再出發都珍貴無比愛本來就是自找麻煩的一件事但如果可以再更多一點認識世紀的祢耶穌大哥我願意繼續記得你很棒很美好👸🏻🤴🏻愛的正在練習式,1,2.648387908935547,1,2.648387908935547,0.0
22,先放個正常的🥴,2,1.2787185907363892,2,1.199976682662964,0.07874190807342507
23,點點的收涎居家小派對🎉個月了每天都累累的卻很開心☺️☺️這就是點點對我們施的魔法謝謝恩妮的降臨💕希望妳對世界直這樣充滿好奇👶🏻更多小點點👚優質毛衣💡可愛小燈箱🍪酸胞胎手作餅乾收涎四個月,1,2.292879343032837,1,2.6602632999420166,-0.3673839569091797
24,每個人都可以選擇自己喜愛的選擇想要的♥️黎個度我膊頭可唔可以再鬆啲,1,1.80580472946167,1,1.7500444650650024,0.05576026439666748
25,🐔實踐大學照片不夠可愛佑庭來湊🙏🏻🤣睽違三個月的跑活動好開心哦思緯好帥哦在開場時間踩著點衝進去能有那個位置真的算不錯了啦絕對是我跑過最晚進場的活動🤣剛好那邊比較空我跟蔡佳芸才可以一下在後面一下在旁邊🤪謝謝你有看到☺️💙鼓鼓呂思緯鼓鼓呂思緯實踐大學校唱其他的下一篇再講好惹不然我又詞窮,3,1.8096126317977903,3,1.1336003541946411,0.6760122776031492
26,成熟📷🔭臺大台灣大學草原生活日常,1,2.5434253215789795,1,2.470717668533325,0.0727076530456543
27,兩點去漁光島真不開玩笑不過能這樣玩的時間應該不多期許未來自己能有好的工作效率為我多賺一點玩樂時間目前持續面試持續進步持續玩🤪好久,1,2.59467887878418,1,2.59467887878418,0.0
28,專業石頭收集員🐶,1,1.2232767343521118,1,1.2146799564361572,0.00859677791595459
29,這種花花的圖好像不太適合我的風格🤣写真撮影写真📷📷📷,1,2.05270791053772,1,1.8600337505340576,0.19267416000366253
30,連續兩次跳上手發現被拍就什麼都不做了🤣🤣🤣🤣🤣,1,2.149623155593872,1,1.9684507846832275,0.18117237091064453
31,這次婚禮從文定迎娶到婚禮結束總共換了五次不同的妝髮與造型每一套的禮服都是精心挑選在挑選婚紗公司的人很用心幫我錯開風格儘量讓我能夠呈現每種不同的感覺再來也很感謝新秘讓我當一天女神雖然總感覺是用我女兒把你拐來的😂當天因為換四套禮服時間抓得很緊但你還能夠不疾不徐的完成所有造型每一個造型我都很喜歡💕都讓人驚艷也讓我嘗試了以往不同的髮型和風格原本不能沒有瀏海的我都覺得太美了親朋好友當天也都誇獎真的很厲害👍還好你們有發現我禮服忘記拿到會館我自己也覺得很扯啦😂真是阿彌陀佛還好即時趕上換裝的時間不然就了再來就是最給力的攝影師和主持人啦當天要不是有你們瞻前顧後怎會圓滿還有場控與時間上的安排調整都很棒即便有幾個突發狀況都還能即時應對讓我這個新娘能夠保持漂漂亮亮進場感謝主持人很會按耐現場的各位賓客能夠自行增減調整現場的遊戲與時間讓婚禮整個流程上能更順利進行下去攝影師由於婚攝經驗豐了解許多習俗才能夠引導各位新人完成文定與迎娶還有把握時間利用空檔趕緊多拍合照也很會幫大家炒熱氣氛讓大家不尷尬真的是一位值超級高的女攝影師❤️攝影師是我從孕婦寫真婚紗婚攝一路都聘請的一位攝影師格外的細心謝謝這位攝影師參與我每個重要時刻攝影師禮服新秘主持人新秘結婚婚攝,1,2.5254874229431152,1,2.5254874229431152,0.0
32,早安這麼美好的一天你們去哪了呢這是某天騎車經過的道路旁陽光燦爛的撒在整條道路上顯得格外耀眼也代表著我內心嚮往的景象期許自己能成為許多人心中的太陽🌞照耀自己照耀他人自我對話陽光瀟灑我想出去玩活在當下的小確幸,1,2.0768184661865234,1,2.0768184661865234,0.0
33,輔大第一次團體賽❤️我還要再加油吧💪,1,2.942192792892456,1,2.96026611328125,-0.018073320388793945
34,日記昨天要拍照的時候已經要六點了不過房子透出來的光也蠻溫馨的這樣純數字的日付可以跟別的日付使出組合技😂日付手帳日記手帳生活手帳時間手帳好朋友手帳術紙膠帶紙膠帶拼貼紙膠帶控貼紙貼紙控手帳貼紙印章印章控原木印章拼貼,1,2.819667339324951,1,3.0485427379608154,-0.22887539863586426
35,年初病毒還沒有牙起來時最後的東京過夜班好險有跟風吃到咖好到爆一起在奧運專賣店跟書局大撒幣真的是要跟我的錢錢抱歉惹💸,1,2.422520399093628,1,2.3898766040802,0.032643795013427734
36,🎓✨最後一張綴好看,1,2.254875659942627,1,1.7635908126831057,0.4912848472595213
37,噢沒想到用微波爐也可以做出布丁而且超級速口感也很滑順有種不知道以前用烤箱烤布丁到底是在忙什麼的感覺😅材料少的可怕速度快的驚悚簡單的不可思議讓我覺得不分享給更多人知道好像是種罪過材料可做兩個焦糖用糖水布丁液用糖牛奶蛋顆香草精有的話加個幾滴做法先做焦糖糖加水放進微波爐加熱液體變成焦糖色且在沸騰的狀態下再加入水小心焦糖會噴很燙把焦糖倒進布丁杯裡給他放涼做布丁液蛋加糖打散後加牛奶和香草精混勻把布丁液過篩倒進布丁杯裡微波爐加熱一次只加熱一個大約的時候密切注意微波爐內狀況布丁液開始沸騰冒泡就可以取出了室溫下放涼後放進冷藏大約小時就可以開吃啦☺️注意確認使用的容器材質是可加熱的做焦糖的時候不要用玻璃材質的可能比較安全每個微波爐用起來不太一樣使用的瓦數和加熱時間僅供參考菓子作手作菓子手作甜點布丁手作布丁食譜,1,3.4812588691711426,1,3.576734066009521,-0.09547519683837846
38,®️市場臺中第六市場似百貨公司的市場這個設計很酷我喜歡臺中街拍第六市場攝影旅遊攝影攝影日記写真撮影臺灣,1,3.1369497776031494,1,3.1381640434265137,-0.0012142658233642578
39,右滑看更多👀第二屆信義房屋校園大使正式其實去年投被刷掉之後滿難過的本來滿有信心進面試的結果直接直到前陣子偶然看到信義房屋在招募第二屆大使發現第一階段只要拍個自我介紹影片就好了我的強項嘛哈哈哈哈而且不用像回答一堆問題就手刀報名了最後也很幸運被選上🥺真的好開心好開心想知道信義房屋的經營理念是什麼嗎你知道房仲業可以不只是你認為的房仲業嗎那就要愛投羅網鎖定我的最新動態🔥🔥🔥📍各系學會社團之夜等活動如果要找贊助都歡迎來找我哦📍之後的線上線下活動也歡迎大家來參加先預告一下有抽獎抽獎趕快上緊發條信義房屋校園大使信義房屋校園大使牙縫先生信義房屋校園大使校園大使出任務校園大使在幹嘛信義房屋校園社群大使,3,2.055243968963623,3,2.059945106506348,-0.004701137542725054
40,快閃台中以為杯有米飛兔結果只有那面杯子牆才有米飛兔真可惜想帶回家收藏的😘😘😘米飛兔,1,3.1583943367004395,1,2.405879497528076,0.7525148391723633
41,很感謝這陣子所幫著過我的人謝謝你們我真的是沒時間再生自己的氣好好的把該做的事做好就好大家要加油近期的是會讓我們忙的很累很累也請記得找個時間要讓自己休息一下或是找人聊聊天紓解心中的壓力時間也剩不多了大家要好好珍惜你身旁的人真的一定要再次強調一定要好好的謝謝幫助過你的人😭😭,1,1.9076768159866333,1,1.9076768159866333,0.0
42,康仁福建開操🔥💪🏻甲一籃球新挑戰新組合新火花年青球員需要重視,1,3.165346384048462,1,3.1499512195587163,0.015395164489746094
43,超愛這個恐龍化石🦖逗逗龍公園共融式公園鶯歌公園主題公園新北公園,2,1.328640699386597,2,1.3315086364746094,-0.002867937088012473
44,😎前天還在穿發熱衣今天換短袖，春天果真是後母面🧟‍♀️週末日常週末愉快星期六放輕鬆,1,3.01332688331604,1,3.250311374664306,-0.23698449134826616
45,半夜驚魂記我從小就是一個什麼都自己來的人連我爸也曾經感性的說希望我能麻煩他的那種結了婚這個個性也大概就是我跟老潘會吵架的點🤣他很黏我我又不想麻煩他讓他跟我一起累昨天晚上我遇到了抽筋大魔王平常半夜抽筋我有好幾次都怕吵醒老潘想辦法自己讓腳扳回來懷孕的抽筋真的不是蓋的可能媽咪們才能深刻體會而且想到會怕的那種😭昨晚我先抽了小腿肚拼命掙扎了將近兩分鐘小腿依舊抽著再過幾秒鐘我連腳踝前面那塊交接處也開始抽痛到一個心裡罵髒話但老潘還沒被我吵醒深層的打呼孕婦又爬不起身我試著用右手抓腳底板沒想到就在此時我的小腿前面往上延伸到膝蓋的那塊整條抽筋痛到崩潰當下我大叫老潘救我救我救我老潘睡夢中驚醒他傻眼我的腳已經呈現痙攣整個揪在一起他想辦法幫我把腳扳開然後試著一直垂啊扳啊拉啊按啊總算幾分鐘過後結束這場驚魂記大概這場過後我愛老潘的程度多了說笑啦😝但當下旁邊沒有人我可能真的了想到抽筋的姿勢真的會噴笑但還是眼角會泛淚孕媽咪們真的辛苦了😭不要像我一整天在外想說一天沒補鈣鈣真的好重要啊的孕期日記搞笑篇圖文不符請見諒😝泰安星巴克星巴克泰安南門市泰安服務區台中景點星巴克台中旅遊台中旅行台中台中,1,2.214324951171875,1,2.214324951171875,0.0
46,四年前在肚子裡的兒子現在的兒子看來當初護士沒有抱錯😏,2,1.4228336811065674,2,1.3687331676483154,0.05410051345825195
47,大港音樂祭當你的粉絲真的很幸福本來以為去不了的大港因為超讚朋朋幫求票去成❤️第一次的大港音樂祭超酷的完全是浮現祭無法匹敵的規模雖然舞台之間離很遠走很累但是沉浸在音樂裡真的好舒服又認識了很多很棒的樂團直接被王圈粉👍春艷的演出也讓人起雞皮疙瘩雪恥上次簡單沒聽到的血肉果汁機也聽了閃靈已經人生無憾很可惜第二天有事沒能繼續參加可是能夠在高雄專場前場勘趴桿看著你也就足夠又是海景超感動🥺🥺🥺雖然說了很多次但還是想再說謝謝你出現在我的生命裡真的從你身上學習了很多也獲得了很多力量我們肯定會一起去到想去的地方成長為更好的自己無法滿足所有人也沒關係堅守好自己該做想做的只有你能定義自己是誰一起加油吧持修大港開唱等等見大港真男人精進自己的那種接受改變才能成長,1,3.4309868812561035,1,3.446849584579468,-0.015862703323364702
48,人來人往過客終究還是過客還是身邊留下來的人最珍貴💓文肆一遺憾收納員圖隨手拍多倫多語錄語錄分享心情分享句子分享遺憾收納員真的好看看完淚崩😂,1,2.932025909423828,1,2.630786657333374,0.3012392520904541
49,🚗與閨蜜的新竹遊與超級美的植物🌵拍照📷看到一個非常神經🤣的鳥🐦終於看到夢寐以求的大嘴鳥我也很想餵它吃飯😁但是都是工作人員在做電影明星樹懶🦥卡通的比較可愛，真實的超級可怕也很兇😖而且誰說他動作慢？！超級快的😆但也蠻愛睡覺💤邊吃邊睡就是長得像鹿啊🦌但被糾正是山羌好啦這叫刺蝟🦔總不會有人糾正了😅,1,2.9826998710632324,1,2.6948621273040767,0.2878377437591553
50,夜市半日遊👊🏻,1,2.068173885345459,1,1.5964428186416626,0.4717310667037964
51,相愛相殺😍請繼續浪漫下去我浪你慢開玩笑,1,1.6925714015960691,1,1.2255076169967651,0.467063784599304
52,細膩的餐點恃酒師的巧妙選酒寬敞舒適不喧嘩的氛圍造就了能好好與朋友閒聊慢食品飲的一頓美好晚餐最讓我感到新鮮驚喜的一道是布拉塔乳酪與伊比利豬火腿本身這個組合就是不會出錯的但佐上了鮮甜柿子其中的甜鹹巧妙融合把簡單的風味拉出層次接下來的香煎鱈魚白子與干貝油封鴨腿炭烤伊比利豬再到最後的甜點無花果都與三款酒有很好的搭配長話短說下次我帶你去吃就知道了🤣瑪麗吃什麼台北美食台北餐廳台北法餐法餐,1,3.1010937690734863,1,3.1010937690734863,0.0
53,最喜歡第四張謝各位年的陪伴👋🏼🙋🏼,1,2.9907267093658447,1,1.9799928665161133,1.0107338428497314
54,🌇彷彿活在虛幻中,2,1.201175570487976,2,1.1956844329833984,0.005491137504577637
55,達成首露成就很感謝大家一起認真參與把這次活動辦得很成功讓一家三口首露就如此順利慕慕也玩得很開心東西很好吃天氣很棒阿瓦隆很心機真心喜歡最後就是去叫起床真的很鬧😆,1,3.106417894363404,1,3.106417894363404,0.0
56,不知不覺加入飛盤隊這個家庭滿一年了籃球➡️飛盤」=「個人➡️團隊謝謝全隊的努力讓我嘗到連勝的滋味更達成了我們所訂立的目標冠軍賽一切都還是不太真實但也僅限而已未來會怎樣不曉得等著我們自己開拓能在你們身上我學到觀察分析團隊運作的方法很受用也很珍惜🙏飛盤全中錦亞軍,1,2.2301814556121826,1,2.837904453277588,-0.6077229976654053
57,🧺桔喜歡那刻的光溫柔透明裙擺的白彷彿一碰就碎浪漫無悔的愛仍是自己台北日常中山咖啡店金心咖啡光陽光光影花桔梗花花語無悔的愛角落鏡關於愛噓,3,3.025508403778076,3,2.9975464344024663,0.02796196937561035
58,搬來這裡也要一年惹居然不知道這裡晚上可以這麼美🤍🤍🤍又超適合脾氣差又孤僻辛巴因為人不多🤣🤣🤣但還是可以告訴大家有空都可以去晃晃晚上散散步超舒服的可以安靜的放鬆嗅聞柯基柯基日常辛巴台中景點帝國糖廠帝國製糖廠臺中營業所,1,2.5428051948547363,1,2.0117254257202157,0.5310797691345215
59,生日快樂🎂橙熙平安順利🙏,1,2.718719482421875,1,1.9769669771194456,0.7417525053024294
60,酢味噌美味季節到来😋鶴味噌酢味噌種類豊富😲種類の酢味噌ノーマル、からし、ゆず、青じそを取り扱っております👍✨茹野菜蒸野菜魚介類良合楽😄酢味噌少量混違味楽是非一度賞味😊鶴味噌鶴味噌醸造鶴味噌醸造株式会社創業明治年酢味噌酢味噌酢味噌青酢味噌旬野菜茹野菜蒸野菜新鮮香福岡味噌柳川味噌福岡柳川,1,3.2660601139068604,1,3.62242579460144,-0.35636568069457963
61,看看是誰來啦❗沒錯就是我們自己的狼人殺小王子😱ℹ️資訊如下👇🎂當月壽星免費入場🎉🚺整晚免費暢飲🥃🍺🍻🚹原票價元超級佛💰✨官方整晚元🎉⚠️歡迎找我親自接待💥暢飲包廂最低即刻開訂💪💰人烈酒支高腳圓桌💰人烈酒支💰人烈酒支➕支氣泡香檳🍾💰人烈酒支➕支氣泡香檳🍾❤️當月壽星訂購包廂⬆️➕送支氣泡香檳🍾⚠️數量有限錯過可惜要訂要快😂有多少喝多少學生證就是這樣用招待香檳❤️🍺🍾🥃👍,1,2.498425245285034,1,2.9731960296630864,-0.4747707843780518
62,禮拜一休假打球來慶祝嫁給台新六週年是必須的吧🤪今天是推桿教科書📗不進公司還有手收😂快點脫離三輪車部隊好嗎🛺🥺,1,3.268758535385132,1,3.2167887687683105,0.05196976661682129
63,為了先生安排的地方🤟🏻結果裡面的東西完全看不懂拍照直接抓不到重點🥲台南景點拆車夢工廠,2,1.446867823600769,2,1.440712809562683,0.006155014038085938
64,📍童月王台南西羅殿南勢街西羅殿台南南勢街西羅殿台南府城五條港南勢街西羅殿十二太保艮保童月王西羅殿保靈堂保安廣澤尊王廣澤尊王十二太保廣澤尊王郭聖王郭聖王公聖王公詩山聖王公威鎮忠應孚惠威武英烈保安廣澤尊王,1,2.765543222427368,1,1.2098454236984253,1.5556977987289429
65,近幾個月的手手✨💭,2,1.0376598834991455,2,1.2636672258377075,-0.226007342338562
66,迷途羔羊🙃,2,1.436764359474182,2,1.2912943363189695,0.1454700231552124
67,🦖這就是人生啊不要因為一個漂亮的外表就去喜歡一個人要去愛一個能夠讓你生活變得更漂亮的人🤎,1,2.2253518104553223,1,1.824795365333557,0.40055644512176536
68,好啦這系列發完這篇就不了順便來問問哀居大神有沒有台中的造型師可配合的🥺攝影髮型網霉養成計畫🖤我知道我很棒🌸台中攝影台中麻豆台中造型師台中互惠,1,1.891497254371643,1,1.6766089200973509,0.214888334274292
69,跟你在一起什麼都是最好兩週年快樂👩🏻‍🤝‍👨🏾,1,2.058357000350952,1,2.0424532890319824,0.015903711318969727
70,🌸連假去的櫻花森林去的時候花期已經快結束了總是在追著時間的尾巴🍂🍂,3,2.7396202087402344,3,2.6214327812194824,0.11818742752075195
71,🍣你認識的那隻鮭魚看新聞說高雄已經有個人改名成鮭魚了真的是高雄在地鮭魚俗稱鮭魚之亂啊思考到底要推出什麼活動才能讓人家改名成高雄市政府青年局❓不曉得有沒有在地鮭魚在這兒🍣請支援鮭魚奪想吃免費鮭魚鮭魚之亂同鮭魚盡不鮭路,1,1.6074117422103882,1,1.6727150678634644,-0.06530332565307617
72,版面總是換季比較慢🤧💦,2,1.4575753211975098,2,1.5207778215408323,-0.06320250034332253
73,今晚跑的好舒服值得紀念❤️一公里過後身體跟雙腳自然找到舒適的頻率越跑越輕鬆這幾天睡到飽有差🥳還是那句話重點不是跑的多快多遠而是你跨出了第一步而且一步接著一步享受空氣享受自己享受呼吸心跳生命宇宙❤️今天公園也開出美麗的花朵🌺真是美好的一天女人節快樂要好好愛自己😘比花嬌女人節,1,3.4978795051574707,1,3.0464770793914795,0.4514024257659912
74,🎇📷可以找我一起去拍東西嗎🥲,1,1.7172136306762695,1,1.6999843120574951,0.017229318618774414
75,穿睡衣拍照真爽😆📷,1,2.4837613105773926,1,2.24946928024292,0.23429203033447266
76,先說一個這次最遺憾的就是尿急沒跟到合照😭聊聊大港對於剛聽獨立樂團即將滿一年的我以前曾經很多朋友都推薦我聽但也都只是聽聽因為大樹的洗禮而進入這個圈子其實電影音樂就是最好提供訴求給大眾的方式而獨立樂團所表達的正與我內心相符不想跟著所謂的平凡與社會主流文化心中有點叛逆又有個愛台灣的心而在這邊不用擔心有什麼大社會的語論道德綁架每一個樂團每一首歌甚至每一個聽眾都是在做自己為台灣做對的事情在這同溫層裡一度以為這就已經是台灣的主流了雖然意識逐漸抬頭但不可否認大部分的台灣人還是過於保守為大環境而低頭如果厭倦了現在的社會模式不妨來試看看或許會有不一樣的答案不要害怕改變因為這邊有一票人陪著你最後真的希望明年有機會可以全部的人一起來一定會很棒的是吧😌,1,2.3301501274108887,1,2.3967549800872803,-0.0666048526763916
77,你們絕對是我人生中最白癡的一群人😆,1,2.1329903602600098,1,1.847688794136048,0.2853015661239617
78,感謝我的小宜每次都幫我拍照而且都把我拍得很瘦我有八成的照片都出自她手有一成是陳美諼另一成是林欣宜不過下次先不要在山上了我們換個背景行嗎盼您早日添購相機🤲🏻愛您❤️圖四是爬山後的自然腮紅圖五沒意義只是覺得挺可愛的,1,3.2530536651611333,1,3.2530536651611333,0.0
79,萲萲與胖吉這是一個猜哪邊是食物最後應該有猜中的過程📸📍臺中市南屯區文心森林公園台中景點南屯景點南屯區文心森林公園台中公園人像攝影寵物寫真黃金獵犬女孩與狗寵物攝影,2,1.926493644714356,2,2.0252704620361333,-0.0987768173217769
80,第七露第一次森林系露營濕帳收場一樣喜歡滿意開心🧡,1,2.6722452640533447,1,2.1217944622039795,0.5504508018493652
81,第一站安平衛生所小不幸的當上社評組長老師人很好跟大家混熟除了報告其實蠻快樂的跟方姐姐還有黃先生一起作報告真的是很快樂幹話很多行動醫院一二階都天黑就出門還有組可愛夥伴們每天聊天都聊一些沒有營養的阿長跟學姐人都超好🥰這天超容易受傷目前超討厭平通里安平衛生所,1,2.61553955078125,1,2.61553955078125,0.0
82,寫字是我唯一能夠靜心的方式祝福我們都能發現此生該修行的課題並且好好的與其相處🌻離苦得樂祝福全世界健康平安,1,2.991848945617676,1,3.0121450424194336,-0.02029609680175781
83,小小時候來過但完全沒印象了小人國現在比我想像的好玩不知道是不是有重建還是增加設施久久來一次是可以的😂新竹小人國主題樂園都沒變景點一家三口家庭旅遊菜🐢必須記錄🐢說走就走,1,1.8060002326965328,1,1.86127519607544,-0.05527496337890714
84,清明快到了就是要吃春捲🌯你們愛吃春捲嗎🤩,1,3.101152181625366,1,3.003223419189453,0.09792876243591307
85,🛵📷👕攝影師用的真的很好看但因為版面關係我有調亮,1,3.030461072921753,1,2.977342128753662,0.05311894416809082
86,前東家的春酒宴與各銷售專員的聚餐時刻看到大家就很開心🥰業績達標即便高升去其他地方也還是能被僱主們愛戴讓我又驚又喜同事有稱讚說我很像專案經理真的很榮幸又小竊喜感恩惜福❤️🧡💛💚💙💜,1,2.2679362297058105,1,2.1108136177062997,0.15712261199951172
87,大學最不可或缺的兩個人💫曖曖內含光她不愛現常常一個人獨立做很多的事做我難以在遇到事情當下保有的理性和堅定大學最多的體悟應該是好朋友不一定等於好夥伴這件事雖然沒有印證在我們身上但確實很多事情我們的看法都不同可是我們始終理性溝通能一起討論其中的還可以共同解決一堆難事在她身上看到很多我自己有時候會忘記的傾聽我們也很常一起高談闊論的預期未來預期未來是有淯淇在的未來差點被時間打敗的友誼在一起的時候不用太多的思考可以自然的說任何想說的話把發生的荒唐事情好好的說完再互相嘲笑對方這些都是我們的平凡日常同班不同模組一個禮拜見一次的那種但就是淡淡的會延續很久的友誼在心裡很重要的位子她們說要請我吃生日餐好久了是我一直在拖抱歉兩位富婆,1,2.9108357429504395,1,2.728529930114746,0.18230581283569336
88,來看看最親民的兄弟洋投萊福力萊公主👸去年的三冠王👑德保拉快樂保啦還有兩位投手教練老佛教練與小雞教練中信兄弟兄弟投手兄弟精神兄弟象萊福力萊福力德保拉德保拉繼續快樂小雞教練佛斯特兄弟齊心齊力斷金兄弟齊心我愛短今中信兄弟象🐘象斗六棒球場熱身賽官辦熱身賽豐原無聊怪野球野球部野球魂野球好人繋野球選手⚾詹子賢江坤宇王威晨,3,2.026711940765381,3,1.9763009548187256,0.05041098594665527
89,這次我學聰明了來台南沒有穿帽熱死自己台南現在發展的好棒有好多地方好漂亮年前還在台南讀書的時候哪有像現在隨處都這麼好拍🤷‍♂️附圖為大牌的拍照要手機相機一起拍🤣尷尬死🤣,1,2.9793593883514404,1,2.6789841651916504,0.30037522315979004
