,text,label
10,各位台灣隊友距離公投只剩下不到小時了我有一些話想跟大家說請大家一起來看這支影片看完記得幫我分享出去也請大家明天一定要出門投票四個不同意台灣更有力我們用手上的選票穩住國家發展的方向一起讓台灣走向世界,6
11,我對我家這幾位有些不同意,6
12,反美豬公投不同意請大家一定要出門投票今天我參加工具機公會的會員大會跟很多產業界的先進見面我們也再次討論到加入的迫切重要性會員國當中很多是台灣工具機重要的市場在銷往越南澳洲墨西哥等市場時我們的車床沖床或工具機零件仍然面對到的關稅壓力而我們的競爭對手已經靠著各種協定用不到的平均關稅在跟台灣競爭台灣的電子業半導體很厲害絕大部分電子業產品沒有關稅的壓力但是許多傳統產業仍然需要長期面對主要對手的關稅優勢有非常大的競爭壓力加入可以讓台灣的產業和世界各國在公平的立足點上競爭也一定能夠讓台灣的產業在全世界的市場中占有更重要的地位台灣有信心也有意願成為世界各國值得信賴的貿易夥伴週六的公投就是我們展現決心的關鍵時刻全世界的對手都在跟台灣激烈競爭我們沒有時間再走回頭路我要請大家在反美豬進口這題投下不同意我們一起告訴全世界台灣是有貿易談判信用也能夠遵守國際標準的國家公投四個不同意請大家一定要出門投票讓台灣產業走出國際,6
13,國際支持真的很強勁歡迎法國朋友來訪今天早上法國國民議會友台小組來訪總統府展現對台灣的強勁支持戴扈傑主席是第二次來訪這次他送給我們上個月法國國會通過的支持台灣參與國際組織決議文正本我要告訴大家這就是台法友好的重要象徵還有杜瑪議員也別上我是台灣的名牌並將這個別具意義的名牌送給我用行動給予我們溫暖的支持這一年來台法關係突飛猛進法國參議院和國民議會都首次通過友台決議讓台灣人民相當感動我也特別向所有的訪賓表達最深的感謝台灣和法國是共享價值的好朋友面對國際情勢快速變化威權主義持續擴張台灣會持續和法國歐盟等民主夥伴攜手守護印太地區的和平穩定除了台法國會交流我們也希望不久的未來能歡迎法國政府閣員訪台讓台法關係越來越深化台法友好,6
14,距離公投倒數小時這段時間我們談了很多公投若你還在思考怎麼投票今天我想針對美豬的議題再一次向大家深入說明我也會把公投大補帖都放在留言處希望讓各位朋友知道為什麼我不同意反對美豬進口如果你也支持我今天請你幫我分享這一篇️⃣避免衝擊台灣經濟這幾天財經界及產業界專業人士紛紛站出來警示反美豬進口若通過不只影響台灣加入更將衝擊國內經濟及股市面這證明了美豬進口不是食安問題而是貿易問題和經濟問題我們應該從這個角度來思考如何投票️⃣台灣產業更有競爭力台灣有許多以出口為導向的傳統產業至今仍然受到關稅及非關稅障礙的阻礙若台灣成功加入勢必為台灣產業取得關稅及投資優勢也更有競爭力這樣可以讓台灣產業有更好的籌碼跟世界各國做生意這是關鍵的時刻️⃣拓展國際經貿布局台美自由貿易協定與是讓台灣脫離國際經貿被孤立最重要的兩件事進一步開放美豬更是關鍵中的關鍵因此若公投後我們改變了美豬進口政策會讓其他國家解讀為台灣對外貿易政策的不穩定性甚至也不利台灣產業對外布局️⃣政府做好食安把關食安是科學問題科學上專家告訴我們只要符合國際標準就不會威脅到健康也沒有人會一天吃六碗豬肝湯馬政府開放美牛九年來也已經證明符合標準經過政府把關的美牛不會造成食安的問題符合標準的美牛可以吃美豬也可以吃️⃣避免鎖回中國單一市場比起其他國家台灣拓展國際空間的道路更坎坷因為我們有一個鄰居全力阻擋我們走向世界限制台灣的生存也因為這樣台灣更需要走出國際在經貿措施產業競爭力上要更加努力才能克服中國在貿易上的威脅成為一個更自由更繁榮的國家我們不能讓公投結果變相造成台灣經濟只能倚賴中國這五點是從總體經濟的角度來談謝謝大家耐心的閱讀請幫我分享給更多人留言處也有相關影片可以收看,6
15,大家早安我正在總統府內接見法國國民議會友台小組主席戴扈傑訪團歡迎一起加入直播也幫我分享出去,6
16,大家早安稍後九點半我將在總統府內接見法國國民議會友台小組主席戴扈傑訪團歡迎一起加入直播也幫我分享出去,6
17,這次公投有三接但你們知道一接在哪嗎今天我和高雄市陳其邁市長來到石斑魚的故鄉永安這裡有國內第一座天然氣接收站結合接收站的特性成立全國第一座冷排水養殖試驗場接收站產出的冷排水在地業者都稱為鑽石水可以用來養殖更高品質的龍膽石斑龍虎斑及青斑這項養殖技術讓台灣在國際上發光發熱現在養殖場更結合綠能發電創造漁電共生的新型態循環經濟永安養殖漁業為南台灣設下一個重要典範促進台灣經濟發展我要感謝養殖業者的努力也期待台灣優質的水產品持續進軍國際市場一接旁邊沒有海鮮鍋我今天看只有活蹦亂跳的石斑都說讚,6
18,這篇請幫我傳給你的中南部朋友看今天我與翁章梁縣長黃偉哲市長陳其邁市長以及潘孟安縣長齊聚在高雄我們站在一起就是想要告訴大家這次的公投對中南部的經濟發展真的非常重要南台灣產業正在蓬勃發展尤其是高雄不只台積電來了美商英特格和德商默克等高科技業者也都一個個來投資南台灣產業實力越堅強台灣整體發展就不會頭重腳輕可以保持世界頂尖的競爭力台灣經濟成長率已經連續兩年是亞洲四小龍第一過去我們常說好想贏韓國現在就是關鍵的時刻台灣要大步向前走政策就不能走回頭路所以我要拜託大家公投一定要投下不同意️⃣南台灣需要安全穩定環保的能源經濟要發展空污也要改善我們的策略很清楚在北部興建天然氣第三接收站用燃氣取代燃煤發電再搭配綠能就能夠穩定供電也能改善南部的空污停建三接公投請投下不同意️⃣南台灣的經濟要能持續接軌國際當南台灣的農產品特別是我們感到驕傲的台灣豬肉都要外銷到國際市場我們也要讓國際社會相信台灣人做生意有原則守信用相信科學更願意遵守國際標準反美豬公投請投下不同意️⃣南台灣的投資要落實不能缺少穩定的民主環境民粹不能凌駕民主政策反反覆覆外商也不能放心來投資公投綁大選請投下不同意這個星期六的公投攸關每一位南部人的生活關係南部空氣用電工作機會甚至民主環境的選擇最後關鍵的七十二小時請大家一起站出來呼籲身邊的親朋好友用四個不同意延續南台灣的發展也讓台灣走出去四個不同意台灣隊友總動員這個星期五邀請大家參加公投之夜五🚩高雄大步向前進高雄台糖物流園區後方空地前鎮區中華五路近夢時代百貨🚩台北台灣行出去凱達格蘭大道,6
19,前陣子我拜訪了好久不見的好朋友蔡阿嘎跟二伯蔡桃貴還有第一次見面的弟弟蔡波能這次我與嘎嫂二伯一邊學做奶嘴鍊一邊聊育兒政策我也好奇二伯與蔡阿嘎對政府育兒津貼的想法很高興他們給我的回應是十分有感藉此我也想提醒各位家長明年月育兒津貼還會從元加碼到元蔡桃貴三歲了已經到上幼兒園的年紀政府會持續增加更多公共化幼兒園的名額讓名額變多學費變少當家長的神隊友育兒政策福利一直在做我們也還有很多事情在忙我也跟蔡阿嘎約定月日這週六有一項大事他們工作室的同仁都要回家歡迎大家一起看影片一探究竟,6
20,大家午安距離月日公投日剩下最後天民進黨公投前最後一次中常會特別移師高雄召開行動中常會就是要用行動讓全國民眾特別是中南部的民眾瞭解這次四項公投議題關乎整個台灣請大家在月日投下四個不同意也請高雄鄉親作伙來參加本週五晚上時於高雄物流園區後方空地舉辦的大步向前進晚會,6
21,星期六就要投公投票了如果你對四個公投案還有不了解的地方想要知道更多細節歡迎大家來收聽我的頻道耳朵出遊不出油過去這段期間我們邀請了跟這四個公投有關的部會首長像是經濟部王美花部長曾文生次長農委會陳吉仲主委還有對特定議題非常有研究的管碧玲委員洪申翰委員林靜儀醫師溫柔堅定新中二醫師林昶佐委員邱威傑議員呱吉來跟大家解釋我們的立場跟想法我們邀請的來賓不僅在外交經貿以及能源等公共政策上有最精闢的專業也有講話的魅力絕對是大家在投票前最好的選前衝刺班月日四項公投攸關台灣的能源轉型經貿布局以及民主深化每項議題都對台灣未來的發展很重要請大家一起來收聽讓我們用專業來說服你投下四個不同意讓台灣更有力追蹤耳朵出遊不出油瞭解更多公投議題和國際事務⬇️,6
22,今天第三屆台美日三邊印太安全對話開幕我向世界傳遞一個清楚的訊息無論外部壓力多麼強大都無法動搖我們對自由人權法治和與國際民主社會合作的努力與承諾我們將繼續與夥伴合作致力維護印太地區的安全和平自由和開放在依然充滿挑戰的這一年台灣和美國日本及歐洲國家共同防疫與全球民主夥伴展開更多的合作蕭美琴大使和唐鳳政委也參加了美國主辦的民主峰會向全世界分享台灣堅韌的民主故事除了感謝日本安倍晉三前首相及美國國務院巴斯比副助卿出席會議我也重申希望台美日進一步深化經濟夥伴關係安倍前首相致詞時談到日本美國與台灣共享自由人權法治及民主等信念更應全力協助台灣加入等國際組織同時他也肯定台灣有充分資格參加我相信台美日將會一起努力為世界做出更多貢獻為了拓展台灣的國際經貿布局我們會持續爭取加入和美國預計推動的印太經濟架構我也希望全國人民都能團結一致支持台灣走向國際,6
23,就在今天韓國政府宣布申請加入此時此刻台灣絕對有更大的迫切性接軌國際標準加入一直以來台灣與韓國在許多產業上競爭激烈誰先加入誰就更早取得關稅與投資優勢雖然台灣在今年比韓國更早申請加入但是韓國早在年就依循國際標準開放萊牛萊豬進口多年遵守國際標準的韓國不僅國內從未傳出食安事件現在也有相當大的優勢加入不論是韓國日本或台灣想要在國際貿易取得更大的競爭優勢就必須符合全球經貿的遊戲規則現在個會員國都有開放美豬進口也都會觀察台灣是否有決心進一步開放美豬進口加入更高標準的區域貿易協定我也要再次強調台灣是出口貿易導向的國家今年的出口額創歷史紀錄經濟成長率就即將來到年新高對台灣經濟的重要性不言而喻此外不只是還有美國預計明年推動的印太經濟架構我們也要積極爭取參與現在我們若推翻今年初進一步開放美豬的政策決定可能失去的就是參與國際經濟新架構的關鍵機會當全球供應鏈改變台灣經濟正在起飛我們絕對不能在這時候停下來這個星期六就是公投請大家一定要回家投票投下四個不同意讓台灣貿易打進國際,6
24,這禮拜六就是公投如果你認同我們四個不同意的主張我要向你們說聲謝謝謝謝你考量國家發展的情勢做出現階段對國家最好的決定如果你對我們的主張還有疑慮我想邀請你看看這支影片我有些心裡話想對你說這四項公投並不是分開獨立的議題而是攸關國家整體發展國家正在執行的政策會不會停下來甚至倒退身為總統就是要在互相衝突的價值中找到雙贏的策略從國家利益的角度尋求最好的平衡點我們做的決定可能不會讓每個人都滿意但是只要對國家整體發展最好我就會承擔下來如果你覺得現在國家發展的路線有利於台灣走向世界在全球政經局勢劇變的時刻我們應該把握當下希望你也能跟我一起投下四個不同意讓國家大步向前走這支影片是我的真心話麻煩大家幫我轉發影片,6
25,今年總統府音樂會來到嘉義縣開場時我特別介紹在白色恐怖時期受難的阿里山鄒族前輩吾雍雅達烏猶卡那也就是高一生先生我希望讓更多人了解這塊土地的故事也非常感謝所有厚植台灣文化力的藝文工作者在台灣文化協會成立滿百年的這一年我也期待未來透過文化的力量我們能夠說出更多台灣追求自由民主的故事不論是深化民主或是對抗疫情台灣還有許多挑戰要面對而就如這次音樂會的主題北回曙光黑夜終會過去日出終會來臨相信只要保持團結保持信念我們就能克服一切挑戰賴清德副總統翁章梁縣長,6
26,公投倒數六天把握最後一個黃金週末我們持續到全國各地向鄉親說明公投今天來到台南看到現場坐了滿滿的支持者我要感謝台南朋友熱情的支持我也再次強調現在越來越多國家認為台灣很重要全球供應鏈不能沒有台灣世界民主經驗也不能沒有台灣這次的美豬公投大家都在看台灣是否和國際同行這關如果沒過台灣經濟將回到過去被鎖在中國的困境我們不能走回頭路台灣要和世界建立貿易關係再次拜託大家一定要站出來投票投下四個不同意讓台灣走向國際四個不同意台灣更有力,6
27,🎹北回曙光總統府音樂會演出時間日全長約分鐘演出地點嘉義縣表演藝術中心直播平台蔡英文賴清德總統府發言人總統府蔡英文總統公視其他公視台教育廣播電臺網站中央廣播電臺網站愛樂電台網站🎼演出團隊指揮范楷西樂團國立嘉義大學交響樂團嬉班子合唱團勇士合唱團演唱簡上仁高慧君高蕾雅保卜演奏謝宗儒劉郁君沈柏鑫高崇文黎文忠主持柯念萱🎼演出曲目🎷風華巡禮在地幽情李哲藝嘉義新八景交響組曲🎷念念懷想世代相望勇士合唱團點心擔掌聲響起酒矸倘賣嘸簡上仁一隻鳥仔組曲🎷時光流轉寄情詠嘆高慧君高蕾雅保卜星語千風裡可否有你春之佐保姬鄒族的天神,6
28,公投說明會黃金總動員台南場民主更有力現正直播中四大公投已經進入最後全力衝刺的階段今天我們來到台南請大家一起宣傳一起拉票希望所有關心台灣未來的台灣隊友都可以站出來用四個不同意讓台灣更有力,6
29,四個不同意讓台灣更有力公投已經進入最後全力衝刺的階段我們需要大家一起宣傳一起拉票希望所有關心台灣未來的台灣隊友都可以站出來讓台灣繼續向前進不走回頭路,6
30,公投說明會黃金總動員台中場正義一定贏現正直播中現在公投已經進入最後全力衝刺的階段我們需要大家一起宣傳一起拉票希望所有關心台灣未來的台灣隊友都可以站出來用四個不同意讓台灣更有力除了四大公投明年台中第二選區立委補選請大家一定要支持溫暖堅定的林靜儀醫師一起分享出去讓更多台灣隊友一起收看直播💪,6
31,這一幕幕守護台灣的畫面大家還記得嗎從年到年大家一路陪伴我們經歷三次選舉無論結果如何我們希望台灣變得更好更進步的心情從沒變過現在我要請大家一起回頭看看這些年來我們努力的成果防疫努力世界肯定經濟成長創新高國際民主夥伴的支持也越來越強勁這一路走來我想都是因為有台灣隊友在關鍵時刻團結一心做出關鍵決定台灣才能變得更有自信更有尊嚴而被世界看見這一刻我們不能讓台灣努力的成果停在這一刻月日下禮拜六就是台灣未來的關鍵時刻我要再次拜託所有台灣隊友投下四個不同意再次守護台灣前進的方向守護台灣的永續繁榮民主與自由如果我們不做決定台灣就會被別人決定各位台灣隊友我們投下四個不同意台灣的未來由我們決定,6
32,今天早上我國與尼加拉瓜終止了外交關係斷交的決定涉及複雜的國際政治以及兩岸情勢我要告訴國人同胞台灣民主越成功國際支持越強來自威權陣營的壓力也會越大但我們都堅信無論是外交施壓或者文攻武嚇都不會改變我們堅持民主自由堅持走向世界堅持參與國際民主社群的決心和努力今天是國際人權日我們的蕭美琴大使唐鳳政委不僅代表台灣參加美國主辦的民主峰會和全球民主國家交流更將在會中發表國家聲明這顯示這幾年來在民主防線最前緣的台灣獲得國際社會越來越多的支持與重視我們會堅定與國際民主自由陣營站在一起也會持續強化台灣民主的量能提升我們的民主韌性,2
33,關於中研院實驗室研究人員感染事件指揮中心已經在第一時間進駐現場展開相關疫調及匡列作業並要求中研院日內提出相關檢討報告我在今天傍晚也和蘇貞昌院長陳時中部長保持密切聯繫掌握相關狀況更要求相關單位迅速查明個案原因確實執行各項防疫工作面對疫情我們都要嚴加戒備我也要拜託大家出門務必維持防疫習慣🔺戴好口罩🔺量體溫勤洗手🔺注意社交距離🔺確實執行實聯制政府會全力守住疫情防線我要請全體國人不用驚慌繼續團結防疫最重要的是盡快完整接種劑疫苗保護好自己就是守護大家,6
34,月日的四項公投即將到來請大家投下四個不同意❌不同意反美豬公投拒絕國民黨阻擋台灣走向國際❌不同意重啟核四公投拒絕國民黨不顧安全風險與核廢❌不同意遷離三接公投拒絕國民黨阻礙能源轉型❌不同意公投綁大選拒絕國民黨造成選務混亂,6
