,text,emoji label,emoji std,emoji-less label,emoji-less std
40,點點的收涎居家小派對🎉個月了每天都累累的卻很開心☺️☺️這就是點點對我們施的魔法謝謝恩妮的降臨💕希望妳對世界直這樣充滿好奇👶🏻更多小點點👚優質毛衣💡可愛小燈箱🍪酸胞胎手作餅乾收涎四個月,1,2.292879343032837,1,2.6602632999420166
41,每個人都可以選擇自己喜愛的選擇想要的♥️黎個度我膊頭可唔可以再鬆啲,1,1.80580472946167,1,1.7500444650650024
42,💙我們兩個大概就是一個願打一個願挨😘,3,2.5010969638824463,2,1.3300598859786987
43,🐔實踐大學照片不夠可愛佑庭來湊🙏🏻🤣睽違三個月的跑活動好開心哦思緯好帥哦在開場時間踩著點衝進去能有那個位置真的算不錯了啦絕對是我跑過最晚進場的活動🤣剛好那邊比較空我跟蔡佳芸才可以一下在後面一下在旁邊🤪謝謝你有看到☺️💙鼓鼓呂思緯鼓鼓呂思緯實踐大學校唱其他的下一篇再講好惹不然我又詞窮,3,1.8096126317977905,3,1.1336003541946411
44,老人插腰看花,1,1.299299955368042,1,1.299299955368042
45,瑪利歐網球公開賽去蘭嶼前請大家把球練好謝謝,1,2.2019007205963135,1,2.2019007205963135
46,成熟📷🔭臺大台灣大學草原生活日常,1,2.5434253215789795,1,2.470717668533325
47,那天的米弎豆小判餅榮獲我念念不忘名單一,1,1.914831519126892,1,1.914831519126892
48,兩點去漁光島真不開玩笑不過能這樣玩的時間應該不多期許未來自己能有好的工作效率為我多賺一點玩樂時間目前持續面試持續進步持續玩🤪好久,1,2.5946788787841797,1,2.5946788787841797
49,專業石頭收集員🐶,1,1.2232767343521118,1,1.2146799564361572
50,️⃣️⃣祝大家情人節快樂開放約露營野餐爬山局,1,3.0245509147644043,1,2.748541831970215
51,❤️我美麗的小公主遇見她真正的王子了要幸福呦🥰🥰🥰再生個小小公主讓我抱😚,1,2.7207605838775635,3,1.2612441778182983
52,這次是每次都會提出但我與都不太懂的身為圓身矮女孩寬鬆無限放大的淺色棉褲搭配短版帶有特殊織紋的短版背心是個能夠詐欺視覺的好選擇別忘了加上縮到要窒息的小腹趁著拍攝前的測光拜託美照快手拍攝今年的第一篇,1,3.5795421600341797,1,3.5795421600341797
53,這種花花的圖好像不太適合我的風格🤣写真撮影写真📷📷📷,1,2.0527079105377197,1,1.8600337505340576
54,喜歡到購入各樣的收納用品外加今日是摸姐的打扮,1,3.221249580383301,1,3.221249580383301
55,由始以來留的最長的頭髮沒有接髮喔,1,1.1634948253631592,1,1.1634948253631592
56,天使加百列保羅德拉霍許,2,1.3312233686447144,2,1.3312233686447144
57,爽文國中學年度校草大里可愛男孩,2,1.4224988222122192,2,1.4224988222122192
58,連續兩次跳上手發現被拍就什麼都不做了🤣🤣🤣🤣🤣,1,2.149623155593872,1,1.9684507846832275
59,升個懶腰我可是起了個大早,1,1.6923068761825562,1,1.6923068761825562
60,今晚♥️,1,1.4058135747909546,2,1.0636347532272339
61,這次婚禮從文定迎娶到婚禮結束總共換了五次不同的妝髮與造型每一套的禮服都是精心挑選在挑選婚紗公司的人很用心幫我錯開風格儘量讓我能夠呈現每種不同的感覺再來也很感謝新秘讓我當一天女神雖然總感覺是用我女兒把你拐來的😂當天因為換四套禮服時間抓得很緊但你還能夠不疾不徐的完成所有造型每一個造型我都很喜歡💕都讓人驚艷也讓我嘗試了以往不同的髮型和風格原本不能沒有瀏海的我都覺得太美了親朋好友當天也都誇獎真的很厲害👍還好你們有發現我禮服忘記拿到會館我自己也覺得很扯啦😂真是阿彌陀佛還好即時趕上換裝的時間不然就了再來就是最給力的攝影師和主持人啦當天要不是有你們瞻前顧後怎會圓滿還有場控與時間上的安排調整都很棒即便有幾個突發狀況都還能即時應對讓我這個新娘能夠保持漂漂亮亮進場感謝主持人很會按耐現場的各位賓客能夠自行增減調整現場的遊戲與時間讓婚禮整個流程上能更順利進行下去攝影師由於婚攝經驗豐了解許多習俗才能夠引導各位新人完成文定與迎娶還有把握時間利用空檔趕緊多拍合照也很會幫大家炒熱氣氛讓大家不尷尬真的是一位值超級高的女攝影師❤️攝影師是我從孕婦寫真婚紗婚攝一路都聘請的一位攝影師格外的細心謝謝這位攝影師參與我每個重要時刻攝影師禮服新秘主持人新秘結婚婚攝,1,2.5254874229431152,1,2.5254874229431152
62,早安這麼美好的一天你們去哪了呢這是某天騎車經過的道路旁陽光燦爛的撒在整條道路上顯得格外耀眼也代表著我內心嚮往的景象期許自己能成為許多人心中的太陽🌞照耀自己照耀他人自我對話陽光瀟灑我想出去玩活在當下的小確幸,1,2.0768184661865234,1,2.0768184661865234
63,輔大第一次團體賽❤️我還要再加油吧💪,1,2.942192792892456,1,2.96026611328125
64,日記昨天要拍照的時候已經要六點了不過房子透出來的光也蠻溫馨的這樣純數字的日付可以跟別的日付使出組合技😂日付手帳日記手帳生活手帳時間手帳好朋友手帳術紙膠帶紙膠帶拼貼紙膠帶控貼紙貼紙控手帳貼紙印章印章控原木印章拼貼,1,2.819667339324951,1,3.0485427379608154
65,年初病毒還沒有牙起來時最後的東京過夜班好險有跟風吃到咖好到爆一起在奧運專賣店跟書局大撒幣真的是要跟我的錢錢抱歉惹💸,1,2.422520399093628,1,2.3898766040802
66,水之分身如果可以倒映風平浪靜水,2,1.2691738605499268,2,1.2691738605499268
67,🎓✨最後一張綴好看,1,2.254875659942627,1,1.7635908126831055
68,開心是一天不開心也是一天我們當然要選擇開心過每一天愛笑的人運氣不會差到哪裡去笑一笑世界很美好,1,2.6112060546875,1,2.6112060546875
69,噢沒想到用微波爐也可以做出布丁而且超級速口感也很滑順有種不知道以前用烤箱烤布丁到底是在忙什麼的感覺😅材料少的可怕速度快的驚悚簡單的不可思議讓我覺得不分享給更多人知道好像是種罪過材料可做兩個焦糖用糖水布丁液用糖牛奶蛋顆香草精有的話加個幾滴做法先做焦糖糖加水放進微波爐加熱液體變成焦糖色且在沸騰的狀態下再加入水小心焦糖會噴很燙把焦糖倒進布丁杯裡給他放涼做布丁液蛋加糖打散後加牛奶和香草精混勻把布丁液過篩倒進布丁杯裡微波爐加熱一次只加熱一個大約的時候密切注意微波爐內狀況布丁液開始沸騰冒泡就可以取出了室溫下放涼後放進冷藏大約小時就可以開吃啦☺️注意確認使用的容器材質是可加熱的做焦糖的時候不要用玻璃材質的可能比較安全每個微波爐用起來不太一樣使用的瓦數和加熱時間僅供參考菓子作手作菓子手作甜點布丁手作布丁食譜,1,3.4812588691711426,1,3.5767340660095215
70,鹿児島市東京,2,1.2413041591644287,2,1.2413041591644287
71,那一晚他們去吃麻辣鍋只是這一晚吃的很不在自在雖說美食是好吃但是果子回老家時喝了太多酒傷了喉嚨於是麻辣鍋吃久了就像酷刑一樣等他們到家時果子已經發不出聲音了那時又是半夜哪來的藥局呢於是成東無奈只能勸她多喝水沒有其他辦法但他不知道真正的挑戰在後頭到了半夜萬籟俱寂唯有陣陣打鼾聲在夜幕蕩漾或許是因為喉嚨太痛所以果子必須張著嘴才能睡著但成東看著張嘴睡覺的她沒有臉上沒有心疼只有擔憂那晚成東一夜無眠因為張著嘴會有瀑布掛在嘴邊所以成東整晚都滑著手機抱著衛生紙使用斷水流密技早上八點半成東馬上跑去附近的藥局買喉嚨發炎的藥他知道這樣睡的睡眠品質肯定很差要不是自己斷水流的技術高超可能果子早就醒了說到睡覺這黨事就不得不提兩人的付出了兩人為了彼此的睡眠都付出努力因為成東的打鼾聲也很大或許是鼻竇炎吧打鼾聲有時也會大到把自己吵醒果子為了自己的睡眠便在睡覺用手機開白噪音讓自己不會被吵醒而某天成東知曉這件事後每每都要確定果子睡著了才會入睡但果子每晚都是快早上才睡而成東就要起床了疲憊感讓他往往忍不住想閉上眼還好有沒有業配他計算過果子躺下後的入睡時間夠他打兩場積分這還不絕更絕的是為了不使自己中途打鼾吵醒果子他的睡覺狀態基本上不能稱之為睡覺而是冥想他以冥想代替睡覺看到這裡會有人覺得好笑或許覺得逗逼或許浪漫或許看不懂但我聽到這只是告訴他你很愛他但你不夠愛自己你連自己都失去了還渴望誰愛得到自己呢不懂後面再解釋圖源,1,3.1347763538360596,1,3.1347763538360596
72,®️市場臺中第六市場似百貨公司的市場這個設計很酷我喜歡臺中街拍第六市場攝影旅遊攝影攝影日記写真撮影臺灣,1,3.1369497776031494,1,3.1381640434265137
73,世俗禁錮靈魂無趣之人遍地皆是,2,0.3851358890533447,2,0.3851358890533447
74,在地鐵站裏遇上月月妹自願醫保,2,1.3353034257888794,2,1.3353034257888794
75,右滑看更多👀第二屆信義房屋校園大使正式其實去年投被刷掉之後滿難過的本來滿有信心進面試的結果直接直到前陣子偶然看到信義房屋在招募第二屆大使發現第一階段只要拍個自我介紹影片就好了我的強項嘛哈哈哈哈而且不用像回答一堆問題就手刀報名了最後也很幸運被選上🥺真的好開心好開心想知道信義房屋的經營理念是什麼嗎你知道房仲業可以不只是你認為的房仲業嗎那就要愛投羅網鎖定我的最新動態🔥🔥🔥📍各系學會社團之夜等活動如果要找贊助都歡迎來找我哦📍之後的線上線下活動也歡迎大家來參加先預告一下有抽獎抽獎趕快上緊發條信義房屋校園大使信義房屋校園大使牙縫先生信義房屋校園大使校園大使出任務校園大使在幹嘛信義房屋校園社群大使,3,2.055243968963623,3,2.0599451065063477
76,快閃台中以為杯有米飛兔結果只有那面杯子牆才有米飛兔真可惜想帶回家收藏的😘😘😘米飛兔,1,3.1583943367004395,1,2.405879497528076
77,睡覺還把舌頭吐出來太可愛了惡霸犬毛小孩毛小孩的日常,2,1.3076680898666382,2,1.3076680898666382
78,很感謝這陣子所幫著過我的人謝謝你們我真的是沒時間再生自己的氣好好的把該做的事做好就好大家要加油近期的是會讓我們忙的很累很累也請記得找個時間要讓自己休息一下或是找人聊聊天紓解心中的壓力時間也剩不多了大家要好好珍惜你身旁的人真的一定要再次強調一定要好好的謝謝幫助過你的人😭😭,1,1.9076768159866333,1,1.9076768159866333
79,康仁福建開操🔥💪🏻甲一籃球新挑戰新組合新火花年青球員需要重視,1,3.165346384048462,1,3.149951219558716
80,😈🌂🦄☂️🎆🔮💟就是沒想到我們居然有點默契的都穿了我愛的紫色然後想跟我比雙下巴喔門兒都沒有哈哈哈哈哈哈,1,1.7635071277618408,2,1.7180131673812866
81,超愛這個恐龍化石🦖逗逗龍公園共融式公園鶯歌公園主題公園新北公園,2,1.3286406993865967,2,1.3315086364746094
82,😎前天還在穿發熱衣今天換短袖，春天果真是後母面🧟‍♀️週末日常週末愉快星期六放輕鬆,1,3.01332688331604,1,3.2503113746643066
83,蝴蝶行走陽光文鳥墜入大海誰來替記憶守住原始的知覺岛第六期落落很美的文章攝影蘿莉塔蘿莉塔時尚星辰幻想蝴蝶效應蝴蝶效应賽博朋克賽博龐克赛博庞克赛博朋克,3,1.6560088396072388,3,1.6560088396072388
84,半夜驚魂記我從小就是一個什麼都自己來的人連我爸也曾經感性的說希望我能麻煩他的那種結了婚這個個性也大概就是我跟老潘會吵架的點🤣他很黏我我又不想麻煩他讓他跟我一起累昨天晚上我遇到了抽筋大魔王平常半夜抽筋我有好幾次都怕吵醒老潘想辦法自己讓腳扳回來懷孕的抽筋真的不是蓋的可能媽咪們才能深刻體會而且想到會怕的那種😭昨晚我先抽了小腿肚拼命掙扎了將近兩分鐘小腿依舊抽著再過幾秒鐘我連腳踝前面那塊交接處也開始抽痛到一個心裡罵髒話但老潘還沒被我吵醒深層的打呼孕婦又爬不起身我試著用右手抓腳底板沒想到就在此時我的小腿前面往上延伸到膝蓋的那塊整條抽筋痛到崩潰當下我大叫老潘救我救我救我老潘睡夢中驚醒他傻眼我的腳已經呈現痙攣整個揪在一起他想辦法幫我把腳扳開然後試著一直垂啊扳啊拉啊按啊總算幾分鐘過後結束這場驚魂記大概這場過後我愛老潘的程度多了說笑啦😝但當下旁邊沒有人我可能真的了想到抽筋的姿勢真的會噴笑但還是眼角會泛淚孕媽咪們真的辛苦了😭不要像我一整天在外想說一天沒補鈣鈣真的好重要啊的孕期日記搞笑篇圖文不符請見諒😝泰安星巴克星巴克泰安南門市泰安服務區台中景點星巴克台中旅遊台中旅行台中台中,1,2.214324951171875,1,2.214324951171875
85,最近換了新床單馬上被這隻生物佔據,2,1.4620527029037476,2,1.4620527029037476
86,我的姪兒要乖乖長大啊長大記得孝敬舅舅蛤姪兒埔里,2,1.555404782295227,2,1.555404782295227
87,四年前在肚子裡的兒子現在的兒子看來當初護士沒有抱錯😏,2,1.4228336811065674,2,1.3687331676483154
88,看完硬漢想當起來,2,1.0825518369674683,2,1.0825518369674683
89,拍完發現走路對看滿假的所以來招笑死好了,2,1.3484582901000977,2,1.3484582901000977
90,當你覺得你生活非常的順遂的時候生活馬上就會給你一個驚喜,1,2.3841888904571533,1,2.3841888904571533
91,大港音樂祭當你的粉絲真的很幸福本來以為去不了的大港因為超讚朋朋幫求票去成❤️第一次的大港音樂祭超酷的完全是浮現祭無法匹敵的規模雖然舞台之間離很遠走很累但是沉浸在音樂裡真的好舒服又認識了很多很棒的樂團直接被王圈粉👍春艷的演出也讓人起雞皮疙瘩雪恥上次簡單沒聽到的血肉果汁機也聽了閃靈已經人生無憾很可惜第二天有事沒能繼續參加可是能夠在高雄專場前場勘趴桿看著你也就足夠又是海景超感動🥺🥺🥺雖然說了很多次但還是想再說謝謝你出現在我的生命裡真的從你身上學習了很多也獲得了很多力量我們肯定會一起去到想去的地方成長為更好的自己無法滿足所有人也沒關係堅守好自己該做想做的只有你能定義自己是誰一起加油吧持修大港開唱等等見大港真男人精進自己的那種接受改變才能成長,1,3.4309868812561035,1,3.4468495845794678
92,人來人往過客終究還是過客還是身邊留下來的人最珍貴💓文肆一遺憾收納員圖隨手拍多倫多語錄語錄分享心情分享句子分享遺憾收納員真的好看看完淚崩😂,1,2.932025909423828,1,2.630786657333374
93,🚗與閨蜜的新竹遊與超級美的植物🌵拍照📷看到一個非常神經🤣的鳥🐦終於看到夢寐以求的大嘴鳥我也很想餵它吃飯😁但是都是工作人員在做電影明星樹懶🦥卡通的比較可愛，真實的超級可怕也很兇😖而且誰說他動作慢？！超級快的😆但也蠻愛睡覺💤邊吃邊睡就是長得像鹿啊🦌但被糾正是山羌好啦這叫刺蝟🦔總不會有人糾正了😅,1,2.9826998710632324,1,2.694862127304077
94,冬天好危險最後一張是的屁股,1,2.6051669120788574,1,2.6051669120788574
95,春天真是令人雀躍的季節花開丶茂盛欣欣向榮假日時可以摸一摸丶看一看這些自己用心呵護的仙人掌及多肉植物覺得好開心好滿足好療癒我喜歡春天,1,3.4508216381073,1,3.4508216381073
96,我喜歡鮭魚生魚片特別是南寮魚銷中心賣的最👍鮭魚之亂😎南寮魚市場💕,1,2.8693416118621826,2,1.3890435695648193
97,夜市半日遊👊🏻,1,2.068173885345459,1,1.5964428186416626
98,當時秉持著抓野裸的心情去最後一無所獲覺得可惜舊,2,1.1306519508361816,2,1.1306519508361816
99,相愛相殺😍請繼續浪漫下去我浪你慢開玩笑,1,1.6925714015960693,1,1.2255076169967651
100,細膩的餐點恃酒師的巧妙選酒寬敞舒適不喧嘩的氛圍造就了能好好與朋友閒聊慢食品飲的一頓美好晚餐最讓我感到新鮮驚喜的一道是布拉塔乳酪與伊比利豬火腿本身這個組合就是不會出錯的但佐上了鮮甜柿子其中的甜鹹巧妙融合把簡單的風味拉出層次接下來的香煎鱈魚白子與干貝油封鴨腿炭烤伊比利豬再到最後的甜點無花果都與三款酒有很好的搭配長話短說下次我帶你去吃就知道了🤣瑪麗吃什麼台北美食台北餐廳台北法餐法餐,1,3.1010937690734863,1,3.1010937690734863
101,藍海帝國建設綠景苑良辰吉時開幕活動順利圓滿現場觀眾人山人海差不多萬人超跑停滿停車場這樣你知道現場有多熱鬧了吧現今社會投資陷阱多就屬買房買車最保障了藍海帝國建設綠景苑兆鋐國際車業,1,1.5765637159347534,1,1.5765637159347534
102,最喜歡第四張謝各位年的陪伴👋🏼🙋🏼,1,2.9907267093658447,1,1.9799928665161133
103,🌇彷彿活在虛幻中,2,1.201175570487976,2,1.1956844329833984
104,正反都可以穿的衣服你們覺得那面好看,1,2.402147054672241,1,2.402147054672241
105,阿寶我說你的腳外開太多了吧下次要收回來一點比較好看唷後面景未免太淒涼了吧哈哈哈,2,1.686924695968628,2,1.686924695968628
106,想久了就其實也沒幾件衣服但每天早上我都會在衣櫃前站個幾分鐘想要怎麼配衣服啊想今天要長怎麼樣有時候想著想著想久了就不想出門了跟愛情一樣想清楚就不愛了昨晚從室友的失戀故事中領悟戀愛的真諦愛是一種衝動不衝動也就不愛了小鹿的內心世界給我關注丨丨小鹿啦臉書,2,1.861266851425171,2,1.861266851425171
107,威導練習,2,1.2871760129928589,2,1.2871760129928589
108,能扛就扛扛不住死扛,2,0.9203314781188965,2,0.9203314781188965
109,達成首露成就很感謝大家一起認真參與把這次活動辦得很成功讓一家三口首露就如此順利慕慕也玩得很開心東西很好吃天氣很棒阿瓦隆很心機真心喜歡最後就是去叫起床真的很鬧😆,1,3.1064178943634033,1,3.1064178943634033
110,最後成年禮我想感謝的除了爸爸媽媽同學們還有他這十八年如果沒有他就沒有我補成年禮,2,1.4360347986221313,2,1.4360347986221313
111,不知不覺加入飛盤隊這個家庭滿一年了籃球➡️飛盤」=「個人➡️團隊謝謝全隊的努力讓我嘗到連勝的滋味更達成了我們所訂立的目標冠軍賽一切都還是不太真實但也僅限而已未來會怎樣不曉得等著我們自己開拓能在你們身上我學到觀察分析團隊運作的方法很受用也很珍惜🙏飛盤全中錦亞軍,1,2.2301814556121826,1,2.837904453277588
112,我就問這腳到底有沒有踩在地板上呢,2,1.431077480316162,2,1.431077480316162
113,這幾天把自己的相機拿去查快門數結果買了一年了只按了萬次快門平均我每天才按多次快門看來我還能拿著戰好幾年帥氣的人像摄影人像摄影人像写真人像外拍人像人像拍攝人像蒐集光影寫真攝影写真写真好,3,2.0681707859039307,3,2.0681707859039307
114,🧺桔喜歡那刻的光溫柔透明裙擺的白彷彿一碰就碎浪漫無悔的愛仍是自己台北日常中山咖啡店金心咖啡光陽光光影花桔梗花花語無悔的愛角落鏡關於愛噓,3,3.025508403778076,3,2.997546434402466
115,搬來這裡也要一年惹居然不知道這裡晚上可以這麼美🤍🤍🤍又超適合脾氣差又孤僻辛巴因為人不多🤣🤣🤣但還是可以告訴大家有空都可以去晃晃晚上散散步超舒服的可以安靜的放鬆嗅聞柯基柯基日常辛巴台中景點帝國糖廠帝國製糖廠臺中營業所,1,2.5428051948547363,1,2.011725425720215
116,生日快樂🎂橙熙平安順利🙏,1,2.718719482421875,1,1.9769669771194458
117,年間対戦願,2,0.6560088396072388,2,0.6560088396072388
118,台灣企業慢速壘球聯賽元年個人鋁棒七場打到軟腳台灣企業慢速壘球聯賽慢壘,1,3.116899251937866,1,3.116899251937866
119,冒个泡我還在,2,1.0915158987045288,2,1.0915158987045288
120,酢味噌美味季節到来😋鶴味噌酢味噌種類豊富😲種類の酢味噌ノーマル、からし、ゆず、青じそを取り扱っております👍✨茹野菜蒸野菜魚介類良合楽😄酢味噌少量混違味楽是非一度賞味😊鶴味噌鶴味噌醸造鶴味噌醸造株式会社創業明治年酢味噌酢味噌酢味噌青酢味噌旬野菜茹野菜蒸野菜新鮮香福岡味噌柳川味噌福岡柳川,1,3.2660601139068604,1,3.6224257946014404
121,看看是誰來啦❗沒錯就是我們自己的狼人殺小王子😱ℹ️資訊如下👇🎂當月壽星免費入場🎉🚺整晚免費暢飲🥃🍺🍻🚹原票價元超級佛💰✨官方整晚元🎉⚠️歡迎找我親自接待💥暢飲包廂最低即刻開訂💪💰人烈酒支高腳圓桌💰人烈酒支💰人烈酒支➕支氣泡香檳🍾💰人烈酒支➕支氣泡香檳🍾❤️當月壽星訂購包廂⬆️➕送支氣泡香檳🍾⚠️數量有限錯過可惜要訂要快😂有多少喝多少學生證就是這樣用招待香檳❤️🍺🍾🥃👍,1,2.498425245285034,1,2.973196029663086
